STATION,WCODE,TMAX,TMIN,ELEVATION
DHARWAD,DHAR,15.458,75.007,751
GADAG,GADA,15.432,75.63,654
BIJAPUR,BIJA,16.83,75.71,592
CHITRADURG,CHIT,14.23,76.398,732
BAGALKOT,BAGA,16.1725,75.655,537
KOLAR,KOLA,13.177,78.202,821
BELAGAUN,BELA,15.849,74.497,784
DAVANGERE,DAVA,14.4663,75.923,602
HAVERI,HAVE,14.661,75.434,571
BELLARY,BELL,15.139,76.921,485
DHARWAD,DHAR,15.458,75.007,751
