STATION,WCODE,TMAX,TMIN,ELEVATION
AHMADABAD,AHMA,23.33,72.58,60
AMRELI,AMRE,21.6,71.21,112
BHAVNAGAR,BHAV,21.764,72.151,24
BHUJ,BHUJ,23.25,69.67,110
DESSA,DESA,24.25,72.18,76
RAJKOT,RAJK,22.303,70.802,128
JUNAGARH,JUNA,21.522,70.457,107
SURAT,SURA,21.18,72.81,10
VADODARA,VADO,22.26,73.2,40
VALSAD,VALS,20.6,72.91,13
KHEDA,KHED,22.45,72.45,21
GANDHINAGAR,GNDH,23.14,72.65,81
SABARKANTHA,SABA,23.68,73.18,225
MAHESANA,MAHE,23.42,72.37,83
BANASKANTHA,BANA,24.6,72.2,72
